title,total_time,prep_time,cook_time,difficulty,comments,rating,category,yield,link,image
flan à la noix de coco,40,10,30,easy,3,4.5,desserts,6 Pers.,https://www.cuisineaz.com/recettes/flan-a-la-noix-de-coco-68399.aspx,https://img.cuisineaz.com/660x660/2014-07-26/i8951-photo-de-flan-a-la-noix-de-coco.jpg
Nappage chocolat blanc,15,10,5,easy,35,4.5,desserts,4 Pers.,https://www.cuisineaz.com/recettes/nappage-chocolat-blanc-81430.aspx,https://img.cuisineaz.com/660x660/2016-04-28/i2097-nappage-chocolat-blanc.jpg
Mousse au chocolat blanc facile facile,25,20,5,easy,26,4.5,desserts,8 Pers.,https://www.cuisineaz.com/recettes/mousse-au-chocolat-blanc-facile-facile-54639.aspx,https://img.cuisineaz.com/660x660/2013-12-20/i107996-mousse-au-chocolat-blanc-facile.jpg
Marquisette citron,20,20,0,easy,15,4.5,desserts,10 Pers.,https://www.cuisineaz.com/recettes/marquisette-citron-59263.aspx,https://img.cuisineaz.com/660x660/2013-12-20/i17363-marquisette-au-citron.jpeg
Graines de Chia au lait de coco et mangues,5,5,0,easy,0,5.0,desserts,2 Pers.,https://www.cuisineaz.com/recettes/graines-de-chia-au-lait-de-coco-et-mangues-91786.aspx,https://img.cuisineaz.com/660x660/2016-12-21/i114836-.jpeg
Mousse au chocolat Monsieur Cuisine,10,10,0,easy,0,5.0,desserts,4 Pers.,https://www.cuisineaz.com/recettes/mousse-au-chocolat-monsieur-cuisine-101827.aspx,https://img.cuisineaz.com/660x660/2018-04-25/i139847-.jpeg
Porridge crémeux à la banane,20,10,10,easy,18,4.5,desserts,2 Pers.,https://www.cuisineaz.com/recettes/porridge-cremeux-a-la-banane-67141.aspx,https://img.cuisineaz.com/660x660/2014-02-20/i65902-porridge-cremeux-a-la-banane.jpg
Pêche Melba facile,25,20,5,easy,23,4.5,desserts,6 Pers.,https://www.cuisineaz.com/recettes/peche-melba-facile-3710.aspx,https://img.cuisineaz.com/660x660/2015-06-04/i94093-peches.jpg
Meringue simple,110,20,90,easy,17,4.5,desserts,8 Pers.,https://www.cuisineaz.com/recettes/meringue-simple-59583.aspx,https://img.cuisineaz.com/660x660/2013-12-20/i28316-meringue.jpg
Nutella maison,23,15,8,easy,1,3.5,desserts,4 Pers.,https://www.cuisineaz.com/recettes/nutella-maison-87777.aspx,https://img.cuisineaz.com/660x660/2016-06-22/i28285-nutella-maison.jpg
Gâteaux marocains à la noix de coco et à la confiture d'abricots,50,30,20,easy,14,4.5,desserts,6 Pers.,https://www.cuisineaz.com/recettes/gateaux-marocains-a-la-noix-de-coco-et-a-la-confiture-d-abricots-12575.aspx,https://img.cuisineaz.com/660x660/2016-03-17/i47697-gateaux-marocains-a-la-noix-de-coco.jpg
Riz aux tomates façon grand-mère,22,10,12,easy,0,5.0,desserts,4 Pers.,https://www.cuisineaz.com/recettes/riz-aux-tomates-facon-grand-mere-70224.aspx,https://img.cuisineaz.com/660x660/2016-09-23/i94106-riz-aux-tomates-facon-grand-mere.jpg
Mousse fraîche aux fraises,20,20,0,easy,2,4.5,desserts,6 Pers.,https://www.cuisineaz.com/recettes/mousse-fraiche-aux-fraises-11776.aspx,https://img.cuisineaz.com/660x660/2015-07-21/i17273-mousse-fraiche-aux-fraises.jpg
Milkshake au chocolat à la chantilly,5,5,0,easy,1,5.0,desserts,4 Pers.,https://www.cuisineaz.com/recettes/milkshake-au-chocolat-a-la-chantilly-82372.aspx,https://img.cuisineaz.com/660x660/2015-06-29/i87332-milkshake-au-chocolat-a-la-chantilly.jpg
Mousse aux framboises en 10 min,20,10,10,easy,2,4.0,desserts,6 Pers.,https://www.cuisineaz.com/recettes/mousse-aux-framboises-en-10-min-73792.aspx,https://img.cuisineaz.com/660x660/2018-06-23/i140634-recette-mousse-framboise.jpeg
Sauce au chocolat,20,10,10,easy,32,4.5,desserts,4 Pers.,https://www.cuisineaz.com/recettes/sauce-au-chocolat-4032.aspx,https://img.cuisineaz.com/660x660/2013-12-20/i28681-sauce-au-chocolat.jpg
Les Zézettes de Sète,55,30,25,easy,2,5.0,desserts,8 Pers.,https://www.cuisineaz.com/recettes/les-zezettes-de-sete-99498.aspx,https://img.cuisineaz.com/660x660/2017-10-27/i133587-.jpeg
Paris Brest au Thermomix,58,15,43,medium,1,3.0,desserts,4 Pers.,https://www.cuisineaz.com/recettes/paris-brest-au-thermomix-98396.aspx,https://img.cuisineaz.com/660x660/2017-07-29/i131150-paris-brest-au-thermomix.jpeg
Pain perdu au four,40,15,25,easy,16,5.0,desserts,4 Pers.,https://www.cuisineaz.com/recettes/pain-perdu-au-four-35581.aspx,https://img.cuisineaz.com/660x660/2016-04-28/i42157-pain-perdu-au-four.jpg
Mousse au chocolat noir facile,20,20,0,easy,8,4.5,desserts,4 Pers.,https://www.cuisineaz.com/recettes/mousse-au-chocolat-noir-facile-15224.aspx,https://img.cuisineaz.com/660x660/2017-06-22/i130302-mousse-au-chocolat-noir-facile.jpeg
Rochers noix de coco,35,15,20,easy,14,4.5,desserts,4 Pers.,https://www.cuisineaz.com/recettes/rochers-noix-de-coco-37066.aspx,https://img.cuisineaz.com/660x660/2013-07-29/i51208-rochers-noix-de-coco.jpg
Coulis de framboises surgelées,5,5,0,easy,0,5.0,desserts,4 Pers.,https://www.cuisineaz.com/recettes/coulis-de-framboises-surgelees-103504.aspx,https://img.cuisineaz.com/660x660/2018-12-12/i145179-coulis-framboises-surgelees.jpeg
Flan antillais au Thermomix,50,5,45,easy,2,5.0,desserts,8 Pers.,https://www.cuisineaz.com/recettes/flan-antillais-au-thermomix-104620.aspx,https://img.cuisineaz.com/660x660/2018-11-07/i143968-flan-antillais-au-thermomix.jpeg
Mug cake chocolat sans œuf,7,5,2,easy,4,2.5,desserts,2 Pers.,https://www.cuisineaz.com/recettes/mug-cake-chocolat-sans-oeuf-99973.aspx,https://img.cuisineaz.com/660x660/2017-11-22/i134372-mug-cake-chocolat-sans-oeuf.jpeg
Iles flottantes en velouté de mâche,40,,40,easy,0,5.0,starter,6 Pers.,https://www.cuisineaz.com/recettes/iles-flottantes-en-veloute-de-mache-111266.aspx,https://img.cuisineaz.com/660x660/2020-11-20/i156191-ile-flottante-nis-for.jpeg
Cassolettes d’escargots à la crème d'ail,35,,35,easy,0,5.0,starter,6 Pers.,https://www.cuisineaz.com/recettes/cassolettes-d-escargots-a-la-creme-d-ail-111265.aspx,https://img.cuisineaz.com/660x660/2020-11-20/i156190-escargots-nis-for.jpeg
Pois chiches rôtis aux épices de Noël,45,15,30,easy,0,5.0,starter,4 Pers.,https://www.cuisineaz.com/recettes/pois-chiches-rotis-aux-epices-de-noel-111226.aspx,https://img.cuisineaz.com/660x660/2020-11-06/i155983-pois-chiches-rotis.jpeg
Truite grillée au thym et aux herbes,25,15,10,easy,16,4.5,starter,4 Pers.,https://www.cuisineaz.com/recettes/truite-grillee-au-thym-et-aux-herbes-52962.aspx,https://img.cuisineaz.com/660x660/2013-12-20/i5332-truite-grillee-avec-herbes.jpeg
Soufflé au fromage facile et rapide,40,15,25,easy,20,4.5,starter,4 Pers.,https://www.cuisineaz.com/recettes/souffle-au-fromage-facile-et-rapide-50444.aspx,https://img.cuisineaz.com/660x660/2013-12-20/i82293-souffle-au-fromage-facile.jpg
Tomates farcies simples,60,15,45,easy,26,4.5,starter,4 Pers.,https://www.cuisineaz.com/recettes/tomates-farcies-simples-23224.aspx,https://img.cuisineaz.com/660x660/2013-12-20/i97788-recette-de-tomates-farcies.jpg
Taboulé libanais en 15 min,15,15,0,easy,14,4.5,starter,4 Pers.,https://www.cuisineaz.com/recettes/taboule-libanais-en-15-min-11043.aspx,https://img.cuisineaz.com/660x660/2013-06-18/i71314-taboule-libanais.jpg
Taboulé de chou-fleur râpé,15,15,0,easy,2,5.0,starter,4 Pers.,https://www.cuisineaz.com/recettes/taboule-de-chou-fleur-rape-79378.aspx,https://img.cuisineaz.com/660x660/2015-04-14/i113665-taboule-de-chou-fleur-rape.jpg
Tomates farcies au Cookeo,20,10,10,easy,0,3.0,starter,4 Pers.,https://www.cuisineaz.com/recettes/tomates-farcies-au-cookeo-98247.aspx,https://img.cuisineaz.com/660x660/2017-07-19/i130878-tomates-farcies-au-cookeo.jpeg
Galette de flocons d'avoine au fromage,15,5,10,easy,8,4.5,starter,4 Pers.,https://www.cuisineaz.com/recettes/galette-de-flocons-d-avoine-au-fromage-77966.aspx,https://img.cuisineaz.com/660x660/2016-01-21/i75515-galette-flocons-avoine.jpg
Tomates farcies au four,40,10,30,easy,0,5.0,starter,4 Pers.,https://www.cuisineaz.com/recettes/tomates-farcies-au-four-97798.aspx,https://img.cuisineaz.com/660x660/2017-06-12/i128204-tomates-farcies-au-four.jpeg
Fougasse au lard et à l'oignon,55,15,40,easy,17,4.5,starter,8 Pers.,https://www.cuisineaz.com/recettes/fougasse-au-lard-et-a-l-oignon-48099.aspx,https://img.cuisineaz.com/660x660/2013-12-20/i19613-fougasse-au-lard-et-a-l-oignon.jpg
Raclette facile,40,20,20,easy,1,4.5,starter,6 Pers.,https://www.cuisineaz.com/recettes/raclette-facile-48481.aspx,https://img.cuisineaz.com/660x660/2013-12-20/i11817-raclette.jpg
Mousse d'asperge,15,15,0,easy,2,4.5,starter,4 Pers.,https://www.cuisineaz.com/recettes/mousse-d-asperge-81404.aspx,https://img.cuisineaz.com/660x660/2016-03-08/i73711-mousse-d-asperge.jpg
Mousse de betteraves facile,10,10,0,easy,0,5.0,starter,4 Pers.,https://www.cuisineaz.com/recettes/mousse-de-betteraves-facile-60388.aspx,https://img.cuisineaz.com/660x660/2016-10-09/i74308-mousse-de-betteraves-facile.jpg
Seiches  a la tomate,75,30,45,easy,4,4.0,starter,4 Pers.,https://www.cuisineaz.com/recettes/seiches-a-la-tomate-43681.aspx,https://img.cuisineaz.com/660x660/2016-04-28/i9372-seiches-a-la-tomate.jpg
Les spaghettis a la bolognaise,60,20,40,easy,3,4.5,starter,4 Pers.,https://www.cuisineaz.com/recettes/les-spaghettis-a-la-bolognaise-46664.aspx,https://img.cuisineaz.com/660x660/2013-12-20/i71303-recette-pate-spaghettis-bolognaise-maison.jpg
Naan indien au fromage,30,30,0,easy,14,5.0,starter,4 Pers.,https://www.cuisineaz.com/recettes/naan-indien-au-fromage-59134.aspx,https://img.cuisineaz.com/660x660/2013-12-20/i13355-naan-indien-au-fromage.jpg
Quenelles à la tomate,40,15,25,easy,0,3.5,starter,3 Pers.,https://www.cuisineaz.com/recettes/quenelles-a-la-tomate-14651.aspx,https://img.cuisineaz.com/660x660/2016-04-28/i21757-quenelles-a-la-tomate.jpg
"Tomates cerise confites à l'huile d'olive, ail et thym",160,10,150,easy,14,4.5,starter,6 Pers.,https://www.cuisineaz.com/recettes/tomates-cerise-confites-a-l-huile-d-olive-ail-et-thym-65176.aspx,https://img.cuisineaz.com/660x660/2016-04-28/i100945-tomates-cerise-confites-a-l-huile-d-olive-ail-et-thym.jpg
Tomates cerises rôties au four,45,5,40,easy,0,4.5,starter,4 Pers.,https://www.cuisineaz.com/recettes/tomates-cerises-roties-au-four-82291.aspx,https://img.cuisineaz.com/660x660/2015-06-23/i87571-tomates-cerises-roties-au-four.jpg
Tomates séchées,195,15,180,easy,13,4.5,starter,6 Pers.,https://www.cuisineaz.com/recettes/tomates-sechees-6128.aspx,https://img.cuisineaz.com/660x660/2013-12-20/i94898-tomates-sechees.jpg
Gazpacho facile,60,60,0,easy,0,4.0,starter,6 Pers.,https://www.cuisineaz.com/recettes/gazpacho-facile-53307.aspx,https://img.cuisineaz.com/660x660/2016-04-28/i6742-gazpacho.jpg
Quesadillas au fromage,30,20,10,easy,1,4.5,starter,3 Pers.,https://www.cuisineaz.com/recettes/quesadillas-au-fromage-48993.aspx,https://img.cuisineaz.com/660x660/2015-10-22/i87535-quesadillas-au-fromage.jpg
Risotto tomate au Cookeo,20,2,18,easy,1,3.5,starter,4 Pers.,https://www.cuisineaz.com/recettes/risotto-tomate-au-cookeo-98281.aspx,https://img.cuisineaz.com/660x660/2017-07-21/i130942-risotto-tomate-au-cookeo.jpeg
"Gaufres salées au jambon cru, aux tomates séchées et à la mozzarella",20,20,0,easy,12,4.5,starter,6 Pers.,https://www.cuisineaz.com/recettes/gaufres-salees-au-jambon-cru-aux-tomates-sechees-et-a-la-mozzarella-48319.aspx,https://img.cuisineaz.com/660x660/2018-02-12/i135654-gaufres-salees-au-jambon-cru-aux-tomates-sechees-et-a-la-mozzarella.jpeg
Tomates provençales,25,5,20,easy,15,5.0,starter,6 Pers.,https://www.cuisineaz.com/recettes/tomates-provencales-11619.aspx,https://img.cuisineaz.com/660x660/2013-12-20/i23195-tomates-provencales.jpg
Gougères au comté,50,15,35,easy,4,4.5,starter,6 Pers.,https://www.cuisineaz.com/recettes/gougeres-au-comte-46552.aspx,https://img.cuisineaz.com/660x660/2013-12-20/i386-gougeres-au-comte.jpg
"Méli-mélo de poivrons, tomates, courgettes à l'ail",40,10,30,missing,0,4.0,starter,4 Pers.,https://www.cuisineaz.com/recettes/meli-melo-de-poivrons-tomates-courgettes-a-l-ail-78949.aspx,https://img.cuisineaz.com/660x660/default/default.jpg
Pan con tomate (tapas),15,15,0,easy,12,4.0,starter,6 Pers.,https://www.cuisineaz.com/recettes/pan-con-tomate-tapas-10979.aspx,https://img.cuisineaz.com/660x660/2013-12-20/i71404-pan-con-tomate-tapas.jpg
"Le batch cooking de Justine Piluso, émission 1",180,120,60,easy,0,5.0,main,4 Pers.,https://www.cuisineaz.com/recettes/le-batch-cooking-de-justine-piluso-emission-1-111272.aspx,https://img.cuisineaz.com/660x660/2020-11-13/i156088-recette-teva.jpeg
Fine quiche au boudin blanc et foie gras,50,,50,easy,0,5.0,main,6 Pers.,https://www.cuisineaz.com/recettes/fine-quiche-au-boudin-blanc-et-foie-gras-111268.aspx,https://img.cuisineaz.com/660x660/2020-11-23/i156219-quiche-nis-for.jpeg
Truffade gastronomique,45,,45,easy,0,5.0,main,6 Pers.,https://www.cuisineaz.com/recettes/truffade-gastronomique-111267.aspx,https://img.cuisineaz.com/660x660/2020-11-20/i156192-truffade-nis-for.jpeg
Papillote de poisson facile et rapide,30,10,20,easy,2,4.0,main,4 Pers.,https://www.cuisineaz.com/recettes/papillote-de-poisson-facile-et-rapide-82477.aspx,https://img.cuisineaz.com/660x660/2015-07-07/i71856-papillote-de-poisson-facile-et-rapide.jpg
Pâte carbonara au Cookeo,7,1,6,easy,6,4.5,main,4 Pers.,https://www.cuisineaz.com/recettes/pate-carbonara-au-cookeo-98237.aspx,https://img.cuisineaz.com/660x660/2017-07-18/i130842-pate-carbonara-au-cookeo.jpeg
Risotto aux champignons au Cookeo,25,5,20,easy,3,4.5,main,4 Pers.,https://www.cuisineaz.com/recettes/risotto-aux-champignons-au-cookeo-98278.aspx,https://img.cuisineaz.com/660x660/2017-07-21/i130940-risotto-aux-champignons-au-cookeo.jpeg
Moussaka facile,55,20,35,easy,44,4.5,main,4 Pers.,https://www.cuisineaz.com/recettes/moussaka-facile-23244.aspx,https://img.cuisineaz.com/660x660/2013-12-20/i5178-moussaka.jpg
Fèves au thym,30,20,10,easy,20,5.0,main,2 Pers.,https://www.cuisineaz.com/recettes/feves-au-thym-11278.aspx,https://img.cuisineaz.com/660x660/2016-04-28/i21799-feves-au-thym.jpg
Semoule à l'eau,15,10,5,easy,14,5.0,main,4 Pers.,https://www.cuisineaz.com/recettes/semoule-a-l-eau-37873.aspx,https://img.cuisineaz.com/660x660/2013-12-20/i95437-semoule-a-l-eau.jpg
Sauce aux champignons facile,50,30,20,easy,12,4.5,main,4 Pers.,https://www.cuisineaz.com/recettes/sauce-aux-champignons-facile-47926.aspx,https://img.cuisineaz.com/660x660/2020-11-02/i155820-sauce-aux-champignons-copie.jpeg
Rosbeef au four à l’ail,40,10,30,easy,12,5.0,main,6 Pers.,https://www.cuisineaz.com/recettes/rosbeef-au-four-a-l-ail-82467.aspx,https://img.cuisineaz.com/660x660/2015-07-07/i29677-rosbeef-au-four-a-l-ail.jpg
Pois mange-tout sautés,10,5,5,easy,0,5.0,main,2 Pers.,https://www.cuisineaz.com/recettes/pois-mange-tout-sautes-63248.aspx,https://img.cuisineaz.com/660x660/2014-02-24/i81196-pois-mange-tout-sautes.jpg
Petit salé aux lentilles facile,185,20,165,easy,22,4.5,main,4 Pers.,https://www.cuisineaz.com/recettes/petit-sale-aux-lentilles-facile-52262.aspx,https://img.cuisineaz.com/660x660/2013-12-20/i31728-recette-de-petit-sale-aux-lentilles.jpg
Risotto aux champignons rapide,45,15,30,medium,19,4.5,main,4 Pers.,https://www.cuisineaz.com/recettes/risotto-aux-champignons-rapide-60868.aspx,https://img.cuisineaz.com/660x660/2013-12-20/i10321-photo-de-risotto-aux-champignons.jpg
Flageolets à l'échalote,10,5,5,easy,11,4.5,main,2 Pers.,https://www.cuisineaz.com/recettes/flageolets-a-l-echalote-63906.aspx,https://img.cuisineaz.com/660x660/2014-02-24/i69202-flageolets-a-l-echalote.jpg
Rostis maison,30,15,15,easy,0,5.0,main,4 Pers.,https://www.cuisineaz.com/recettes/rostis-maison-102160.aspx,https://img.cuisineaz.com/660x660/2018-06-17/i140433-rostis-maison.jpeg
Merguez au four,20,5,15,easy,14,4.5,main,2 Pers.,https://www.cuisineaz.com/recettes/merguez-au-four-81361.aspx,https://img.cuisineaz.com/660x660/2016-04-28/i34278-merguez-au-four.jpg
Filet mignon à la moutarde au Cookeo,30,10,20,easy,1,3.0,main,4 Pers.,https://www.cuisineaz.com/recettes/filet-mignon-a-la-moutarde-au-cookeo-101585.aspx,https://img.cuisineaz.com/660x660/2018-04-18/i139485-filet-mignon-a-la-moutarde-au-cookeo.jpeg
Papillote de poisson à la provencale,35,15,20,easy,0,5.0,main,4 Pers.,https://www.cuisineaz.com/recettes/papillote-de-poisson-a-la-provencale-82068.aspx,https://img.cuisineaz.com/660x660/2015-06-09/i113054-papillote-de-poisson-a-la-provencale.jpg
Jambalaya comme à la Nouvelle-Orléans,80,40,40,medium,28,4.5,main,6 Pers.,https://www.cuisineaz.com/recettes/jambalaya-comme-a-la-nouvelle-orleans-17251.aspx,https://img.cuisineaz.com/660x660/2016-04-28/i13293-jambalaya-comme-a-la-nouvelle-orleans.jpg
Truite en papillote au four,30,10,20,easy,12,5.0,main,4 Pers.,https://www.cuisineaz.com/recettes/truite-en-papillote-au-four-81224.aspx,https://img.cuisineaz.com/660x660/2018-08-09/i141628-truite-en-papillote-au-four.jpeg
Potimarron au four,80,20,60,easy,0,5.0,main,6 Pers.,https://www.cuisineaz.com/recettes/potimarron-au-four-81656.aspx,https://img.cuisineaz.com/660x660/2016-12-15/i114666-recette-potimarron-four.jpeg
Lapin au vin blanc et aux champignons de Paris,65,20,45,easy,39,4.5,main,6 Pers.,https://www.cuisineaz.com/recettes/lapin-au-vin-blanc-et-aux-champignons-de-paris-5583.aspx,https://img.cuisineaz.com/660x660/2018-07-10/i140917-.jpeg
Tomates cerises caramélisées et graines de sésame,20,10,10,easy,9,4.5,main,6 Pers.,https://www.cuisineaz.com/recettes/tomates-cerises-caramelisees-et-graines-de-sesame-65061.aspx,https://img.cuisineaz.com/660x660/2013-12-20/i23492-recette-tomates-cerises-caramelisees-sesame.jpg
Tarte aux légumes facile,30,10,20,easy,2,5.0,main,8 Pers.,https://www.cuisineaz.com/recettes/tarte-aux-legumes-facile-12582.aspx,https://img.cuisineaz.com/660x660/2016-04-28/i36454-tarte-tomates-courgettes-et-chevre.jpg
Minestrone facile,90,15,75,easy,11,4.5,main,4 Pers.,https://www.cuisineaz.com/recettes/minestrone-facile-605.aspx,https://img.cuisineaz.com/660x660/2013-12-20/i101317-minestrone.jpg
Gâteau cacao facile,25,,25,easy,3,4.5,main,6 Pers.,https://www.cuisineaz.com/recettes/gateau-cacao-facile-55131.aspx,https://img.cuisineaz.com/660x660/2016-04-28/i98392-gateau-cacao.jpg
Saucisse de Toulouse et pommes de terre au Cookeo,20,5,15,easy,0,5.0,main,4 Pers.,https://www.cuisineaz.com/recettes/saucisse-de-toulouse-et-pommes-de-terre-au-cookeo-101516.aspx,https://img.cuisineaz.com/660x660/2018-04-14/i139376-saucisse-de-toulouse-et-pommes-de-terre-au-cookeo.jpeg
Purée de patates douces au Cookeo,25,15,10,easy,2,5.0,main,4 Pers.,https://www.cuisineaz.com/recettes/puree-de-patates-douces-au-cookeo-104607.aspx,https://img.cuisineaz.com/660x660/2018-11-07/i143950-puree-de-patates-douces-au-cookeo.jpeg
Zaalouk marocain,45,10,35,easy,0,5.0,main,6 Pers.,https://www.cuisineaz.com/recettes/zaalouk-marocain-87894.aspx,https://img.cuisineaz.com/660x660/2016-06-26/i38121-zaalouk-marocain.jpg
